type,amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,errorBalanceOrig,errorBalanceDest,balanceChangeOrig,balanceChangeDest,is_orig_bal_zero,is_dest_bal_zero,isFraud
0,24279.32,24279.32,0.0,0.0,24279.32,0.0,0.0,24279.32,24279.32,0,1,1.0
1,427092.92,0.0,0.0,1978388.37,2659490.97,427092.92,-254009.68000000017,0.0,681102.6000000001,1,0,0.0
0,24809.35,0.0,0.0,1317896.65,1342706.0,24809.35,0.0,0.0,24809.350000000093,1,0,0.0
1,7748802.0,7748802.0,0.0,0.0,0.0,0.0,7748802.0,7748802.0,0.0,0,1,1.0
1,704384.68,0.0,0.0,2481982.64,3186367.32,704384.68,4.656612873077393e-10,0.0,704384.6799999997,1,0,0.0
0,23031.26,23031.26,0.0,69782.59,92813.86,0.0,-0.0100000000093132,23031.26,23031.270000000004,0,0,1.0
0,594.71,0.0,0.0,35239.24,35833.95,594.71,0.0,0.0,594.7099999999991,1,0,0.0
0,94518.11,414.0,0.0,57513.21,152031.32,94104.11,0.0,414.0,94518.11000000002,0,0,0.0
0,78028.82,849.0,0.0,0.0,78028.82,77179.82,0.0,849.0,78028.82,0,1,0.0
0,210964.28,211924.56,960.28,941595.25,1152559.53,0.0,0.0,210964.28,210964.28000000003,0,0,0.0
0,1345.72,331310.0,329964.28,1407019.55,1408365.27,0.0,0.0,1345.719999999972,1345.719999999972,0,0,0.0
0,5903046.38,5903046.38,0.0,0.0,5903046.38,0.0,0.0,5903046.38,5903046.38,0,1,1.0
0,139824.87,11838.0,0.0,87519.68,227344.55,127986.87,0.0,11838.0,139824.87,0,0,0.0
0,112044.54,550388.27,438343.74,5585489.05,5697533.59,0.0100000000093132,0.0,112044.53000000004,112044.54000000004,0,0,0.0
0,311312.17,27337.19,0.0,564512.01,875824.18,283974.98,-1.1641532182693479e-10,27337.19,311312.17000000004,0,0,0.0
0,1338487.47,1338487.47,0.0,0.0,1338487.47,0.0,0.0,1338487.47,1338487.47,0,1,1.0
0,320457.91,545.0,0.0,0.0,320457.91,319912.91,0.0,545.0,320457.91,0,1,0.0
1,5460002.91,5460002.91,0.0,0.0,0.0,0.0,5460002.91,5460002.91,0.0,0,1,1.0
1,362152.77,362152.77,0.0,0.0,0.0,0.0,362152.77,362152.77,0.0,0,1,1.0
0,150210.58,0.0,0.0,155357.79,305568.37,150210.58,0.0,0.0,150210.58,1,0,0.0
0,1762680.47,1762680.47,0.0,3039981.66,4802662.12,0.0,0.0099999997764825,1762680.47,1762680.46,0,0,1.0
0,124338.81,0.0,0.0,2917479.71,3150105.21,124338.81,-108286.68999999994,0.0,232625.5,1,0,0.0
0,9453680.72,9453680.72,0.0,0.0,9453680.72,0.0,0.0,9453680.72,9453680.72,0,1,1.0
1,408724.54,408724.54,0.0,0.0,0.0,0.0,408724.54,408724.54,0.0,0,1,1.0
0,28308.97,28308.97,0.0,0.0,28308.97,0.0,0.0,28308.97,28308.97,0,1,1.0
0,231896.11,0.0,0.0,2129515.11,2361411.21,231896.11,0.0099999997764825,0.0,231896.1000000001,1,0,0.0
0,178569.48,178569.48,0.0,263128.53,441698.01,0.0,0.0,178569.48,178569.47999999998,0,0,1.0
1,802421.39,802421.39,0.0,0.0,0.0,0.0,802421.39,802421.39,0.0,0,1,1.0
1,803794.53,803794.53,0.0,0.0,0.0,0.0,803794.53,803794.53,0.0,0,1,1.0
1,554522.67,554522.67,0.0,0.0,0.0,0.0,554522.67,554522.67,0.0,0,1,1.0
1,687206.48,0.0,0.0,2219069.66,2906276.14,687206.48,0.0,0.0,687206.48,1,0,0.0
0,331055.22,276.0,0.0,381743.69,712798.91,330779.22,-1.1641532182693479e-10,276.0,331055.22000000003,0,0,0.0
0,460635.82,460635.82,0.0,544728.69,1005364.51,0.0,0.0,460635.82,460635.82000000007,0,0,1.0
1,3444943.59,3444943.59,0.0,0.0,0.0,0.0,3444943.59,3444943.59,0.0,0,1,1.0
1,120406.39,120406.39,0.0,0.0,0.0,0.0,120406.39,120406.39,0.0,0,1,1.0
0,739584.33,739584.33,0.0,76425.35,903164.02,0.0,-87154.34000000008,739584.33,826738.67,0,0,1.0
1,533476.88,94942.17,0.0,3104834.18,3638311.06,438534.71,0.0,94942.17,533476.8799999999,0,0,0.0
1,14949.84,14949.84,0.0,0.0,0.0,0.0,14949.84,14949.84,0.0,0,1,1.0
0,88542.79,0.0,0.0,229997.87,318540.66,88542.79,0.0,0.0,88542.78999999998,1,0,0.0
0,32981.12,11465.0,0.0,106620.92,139602.04,21516.120000000003,0.0,11465.0,32981.12000000001,0,0,0.0
0,40836.94,14686.0,0.0,660503.02,701339.95,26150.94,0.0100000000093132,14686.0,40836.929999999935,0,0,0.0
0,174402.22,0.0,0.0,205551.66,379953.88,174402.22,0.0,0.0,174402.22,1,0,0.0
0,22779.49,11015.0,0.0,154075.33,176854.82,11764.490000000002,-2.9103830456733704e-11,11015.0,22779.49000000002,0,0,0.0
1,175597.64,175597.64,0.0,0.0,0.0,0.0,175597.64,175597.64,0.0,0,1,1.0
0,5800988.12,5800988.12,0.0,0.0,5800988.12,0.0,0.0,5800988.12,5800988.12,0,1,1.0
1,2249574.01,2249574.01,0.0,0.0,0.0,0.0,2249574.01,2249574.01,0.0,0,1,1.0
1,59628.24,59628.24,0.0,0.0,0.0,0.0,59628.24,59628.24,0.0,0,1,1.0
0,1636403.22,1636403.22,0.0,1116093.45,2752496.67,0.0,0.0,1636403.22,1636403.22,0,0,1.0
0,468138.22,344.0,0.0,0.0,468138.22,467794.22,0.0,344.0,468138.22,0,1,0.0
0,802382.45,802382.45,0.0,0.0,802382.45,0.0,0.0,802382.45,802382.45,0,1,1.0
1,177680.54,177680.54,0.0,0.0,0.0,0.0,177680.54,177680.54,0.0,0,1,1.0
0,125363.64,171703.0,46339.36,0.0,125363.64,0.0,0.0,125363.64,125363.64,0,1,0.0
0,998110.47,998110.47,0.0,24296349.9,25294460.38,0.0,-0.0100000016391277,998110.47,998110.4800000004,0,0,1.0
0,227689.14,20881.0,0.0,719899.58,947588.72,206808.14,0.0,20881.0,227689.14,0,0,0.0
0,1155128.91,1155128.91,0.0,0.0,1155128.91,0.0,0.0,1155128.91,1155128.91,0,1,1.0
0,266766.78,266766.78,0.0,0.0,266766.78,0.0,0.0,266766.78,266766.78,0,1,1.0
0,188025.93,0.0,0.0,8654865.87,8842891.8,188025.93,-1.862645149230957e-09,0.0,188025.9300000016,1,0,0.0
0,58600.66,0.0,0.0,191080.67,249681.33,58600.66,2.9103830456733704e-11,0.0,58600.65999999997,1,0,0.0
1,1486052.97,1486052.97,0.0,0.0,0.0,0.0,1486052.97,1486052.97,0.0,0,1,1.0
1,64344.59,64344.59,0.0,0.0,0.0,0.0,64344.59,64344.59,0.0,0,1,1.0
1,271731.05,271731.05,0.0,0.0,0.0,0.0,271731.05,271731.05,0.0,0,1,1.0
1,1017296.38,0.0,0.0,1322009.95,2929641.18,1017296.38,-590334.8500000001,0.0,1607631.2300000002,1,0,0.0
0,256674.18,175.0,0.0,0.0,256674.18,256499.18,0.0,175.0,256674.18,0,1,0.0
0,155534.95,155534.95,0.0,88096.9,243631.85,0.0,0.0,155534.95,155534.95,0,0,1.0
0,1422963.14,1422963.14,0.0,0.0,1422963.14,0.0,0.0,1422963.14,1422963.14,0,1,1.0
1,423778.45,0.0,0.0,1404646.44,1828424.88,423778.45,0.0100000000093132,0.0,423778.44,1,0,0.0
1,319887.08,319887.08,0.0,0.0,0.0,0.0,319887.08,319887.08,0.0,0,1,1.0
0,2913787.08,2913787.08,0.0,0.0,2913787.08,0.0,0.0,2913787.08,2913787.08,0,1,1.0
1,1832319.42,1832319.42,0.0,0.0,0.0,0.0,1832319.42,1832319.42,0.0,0,1,1.0
0,62967.59,107390.0,44422.41,389458.93,452426.52,0.0,0.0,62967.59,62967.590000000026,0,0,0.0
0,29315.16,10624.0,0.0,0.0,29315.16,18691.16,0.0,10624.0,29315.16,0,1,0.0
1,44829.81,44829.81,0.0,0.0,0.0,0.0,44829.81,44829.81,0.0,0,1,1.0
0,2322909.69,2322909.69,0.0,875613.05,3198522.74,0.0,0.0,2322909.69,2322909.6900000004,0,0,1.0
0,105575.72,32736.0,0.0,185259.15,290834.87,72839.72,0.0,32736.0,105575.72,0,0,0.0
1,2498837.82,2498837.82,0.0,0.0,0.0,0.0,2498837.82,2498837.82,0.0,0,1,1.0
0,389214.05,389214.05,0.0,0.0,389214.05,0.0,0.0,389214.05,389214.05,0,1,1.0
0,9960382.4,9960382.4,0.0,95048.58,10055430.98,0.0,0.0,9960382.4,9960382.4,0,0,1.0
0,177850.84,31537.0,0.0,127199.48,305050.33,146313.84,-0.0100000000093132,31537.0,177850.85000000003,0,0,0.0
0,372344.58,372344.58,0.0,0.0,372344.58,0.0,0.0,372344.58,372344.58,0,1,1.0
0,289333.06,6451.0,0.0,215154.23,504487.29,282882.06,5.820766091346741e-11,6451.0,289333.05999999994,0,0,0.0
1,701168.78,701168.78,0.0,0.0,0.0,0.0,701168.78,701168.78,0.0,0,1,1.0
0,126425.75,0.0,0.0,145709.68,272135.43,126425.75,0.0,0.0,126425.75,1,0,0.0
0,141213.87,0.0,0.0,1069961.41,1211175.28,141213.87,-2.3283064365386963e-10,0.0,141213.8700000001,1,0,0.0
1,86170.94,86170.94,0.0,0.0,0.0,0.0,86170.94,86170.94,0.0,0,1,1.0
0,416832.9,416832.9,0.0,1460326.73,1877159.62,0.0,0.0099999997764825,416832.9,416832.8900000001,0,0,1.0
1,235238.66,235238.66,0.0,0.0,0.0,0.0,235238.66,235238.66,0.0,0,1,1.0
0,592443.66,592443.66,0.0,69752.66,662196.32,0.0,1.1641532182693479e-10,592443.66,592443.6599999999,0,0,1.0
0,104244.1,0.0,0.0,198825.25,303069.35,104244.1,0.0,0.0,104244.09999999998,1,0,0.0
0,76742.22,0.0,0.0,220563.05,297305.27,76742.22,0.0,0.0,76742.22000000003,1,0,0.0
1,1078013.76,0.0,0.0,0.0,970749.68,1078013.76,107264.07999999996,0.0,970749.68,1,1,1.0
0,1321091.25,1321091.25,0.0,0.0,1321091.25,0.0,0.0,1321091.25,1321091.25,0,1,1.0
1,1165996.21,152815.0,0.0,288788.06,1454784.26,1013181.21,0.0100000000093132,152815.0,1165996.2,0,0,0.0
0,48918.78,0.0,0.0,2355224.79,2404143.57,48918.78,0.0,0.0,48918.7799999998,1,0,0.0
0,1814483.97,1814483.97,0.0,0.0,1814483.97,0.0,0.0,1814483.97,1814483.97,0,1,1.0
0,29832.81,29832.81,0.0,82642.62,112475.43,0.0,0.0,29832.81,29832.81,0,0,1.0
0,125544.14,291.0,0.0,0.0,125544.14,125253.14,0.0,291.0,125544.14,0,1,0.0
0,291483.68,0.0,0.0,1433577.69,1725061.38,291483.68,-0.0100000000093132,0.0,291483.68999999994,1,0,0.0
0,1437291.89,1437291.89,0.0,0.0,1437291.89,0.0,0.0,1437291.89,1437291.89,0,1,1.0
0,154282.38,0.0,0.0,478627.95,632910.33,154282.38,1.1641532182693479e-10,0.0,154282.37999999995,1,0,0.0
0,421987.44,50401.0,0.0,0.0,421987.44,371586.44,0.0,50401.0,421987.44,0,1,0.0
0,1586479.66,1586479.66,0.0,7012.59,1593492.24,0.0,0.0100000000093132,1586479.66,1586479.65,0,0,1.0
0,1534985.07,1534985.07,0.0,0.0,1534985.07,0.0,0.0,1534985.07,1534985.07,0,1,1.0
1,10000000.0,15274773.52,5274773.52,0.0,0.0,0.0,10000000.0,10000000.0,0.0,0,1,1.0
0,307288.54,638440.3,331151.76,423816.66,731105.2,0.0,0.0,307288.54000000004,307288.54,0,0,0.0
0,289780.36,0.0,0.0,859518.07,1149298.43,289780.36,0.0,0.0,289780.36,1,0,0.0
0,286670.9,286670.9,0.0,1028298.11,1314969.01,0.0,0.0,286670.9,286670.9,0,0,1.0
1,454511.73,454511.73,0.0,0.0,0.0,0.0,454511.73,454511.73,0.0,0,1,1.0
0,23931.17,0.0,0.0,1301568.98,1325500.15,23931.17,0.0,0.0,23931.169999999925,1,0,0.0
1,146127.1,146127.1,0.0,0.0,0.0,0.0,146127.1,146127.1,0.0,0,1,1.0
0,2914653.69,2914653.69,0.0,558015.85,3472669.53,0.0,0.0100000002421438,2914653.69,2914653.68,0,0,1.0
0,32690.68,32690.68,0.0,2361188.1,2393878.78,0.0,4.656612873077393e-10,32690.68,32690.679999999706,0,0,1.0
0,265861.97,0.0,0.0,486826.84,752688.81,265861.97,0.0,0.0,265861.97000000003,1,0,0.0
0,262192.38,11123.0,0.0,33955.51,296147.89,251069.38,0.0,11123.0,262192.38,0,0,0.0
0,327723.62,0.0,0.0,2702656.0,3030379.61,327723.62,0.0100000002421438,0.0,327723.60999999987,1,0,0.0
0,350800.27,350800.27,0.0,3904036.08,4254836.35,0.0,0.0,350800.27,350800.26999999955,0,0,1.0
1,3263443.15,3263443.15,0.0,0.0,0.0,0.0,3263443.15,3263443.15,0.0,0,1,1.0
0,1651948.79,1651948.79,0.0,1014365.76,2666314.55,0.0,0.0,1651948.79,1651948.7899999998,0,0,1.0
0,128282.94,0.0,0.0,806017.97,934300.92,128282.94,-0.0100000001257285,0.0,128282.95000000008,1,0,0.0
0,656118.37,656118.37,0.0,161482.64,817601.02,0.0,-0.0100000000093132,656118.37,656118.38,0,0,1.0
0,261486.48,0.0,0.0,6431195.75,6692682.23,261486.48,0.0,0.0,261486.48000000045,1,0,0.0
1,515645.16,515645.16,0.0,0.0,0.0,0.0,515645.16,515645.16,0.0,0,1,1.0
0,181728.11,0.0,0.0,11397.0,184477.77,181728.11,8647.339999999997,0.0,173080.77,1,0,1.0
1,155534.95,155534.95,0.0,0.0,0.0,0.0,155534.95,155534.95,0.0,0,1,1.0
0,959018.79,959018.79,0.0,0.0,959018.79,0.0,0.0,959018.79,959018.79,0,1,1.0
0,82598.76,152459.0,69860.24,124192.46,206791.22,0.0,0.0,82598.76,82598.76,0,0,0.0
1,1144089.37,1144089.37,0.0,0.0,0.0,0.0,1144089.37,1144089.37,0.0,0,1,1.0
0,149057.7,428.0,0.0,4267922.35,4416980.05,148629.7,0.0,428.0,149057.7000000002,0,0,0.0
0,321241.84,321241.84,0.0,0.0,321241.84,0.0,0.0,321241.84,321241.84,0,1,1.0
0,125217.64,0.0,0.0,266692.62,391910.26,125217.64,0.0,0.0,125217.64,1,0,0.0
0,17453.32,55151.0,37697.68,0.0,17453.32,0.0,0.0,17453.32,17453.32,0,1,0.0
0,23263.52,0.0,0.0,190933.5,214197.02,23263.52,0.0,0.0,23263.51999999999,1,0,0.0
0,66448.19,66448.19,0.0,5042513.19,5108961.38,0.0,9.313225746154783e-10,66448.19,66448.18999999948,0,0,1.0
0,2908264.69,2908264.69,0.0,2786059.72,5694324.4,0.0,0.0099999997764825,2908264.69,2908264.68,0,0,1.0
0,113268.49,386.0,0.0,0.0,113268.49,112882.49,0.0,386.0,113268.49,0,1,0.0
0,5689516.13,5689516.13,0.0,1826357.61,7515873.74,0.0,0.0,5689516.13,5689516.13,0,0,1.0
1,364333.03,364333.03,0.0,0.0,0.0,0.0,364333.03,364333.03,0.0,0,1,1.0
1,370042.1,271.0,0.0,506279.75,876321.86,369771.1,-0.0100000000093132,271.0,370042.11,0,0,0.0
1,855238.8,0.0,0.0,2341385.07,3196623.86,855238.8,0.0100000002421438,0.0,855238.79,1,0,0.0
0,241337.83,241337.83,0.0,1170157.34,1411495.17,0.0,2.3283064365386963e-10,241337.83,241337.82999999984,0,0,1.0
0,794421.26,794421.26,0.0,23123.74,817545.0,0.0,0.0,794421.26,794421.26,0,0,1.0
0,14949.84,14949.84,0.0,18161.79,33111.63,0.0,7.275957614183426e-12,14949.84,14949.839999999997,0,0,1.0
1,1343002.08,1343002.08,1343002.08,0.0,0.0,1343002.08,1343002.08,0.0,0.0,0,1,1.0
0,175420.91,9040.0,0.0,2113028.24,2288449.15,166380.91,4.656612873077393e-10,9040.0,175420.90999999968,0,0,0.0
1,14992.14,14992.14,0.0,0.0,0.0,0.0,14992.14,14992.14,0.0,0,1,1.0
1,822361.52,822361.52,0.0,0.0,0.0,0.0,822361.52,822361.52,0.0,0,1,1.0
0,1265379.37,1265379.37,0.0,0.0,1265379.37,0.0,0.0,1265379.37,1265379.37,0,1,1.0
0,495991.64,495991.64,0.0,0.0,495991.64,0.0,0.0,495991.64,495991.64,0,1,1.0
0,380214.33,380214.33,0.0,53710.43,433924.76,0.0,0.0,380214.33,380214.33,0,0,1.0
1,263947.67,0.0,0.0,561723.6,825671.27,263947.67,0.0,0.0,263947.67000000004,1,0,0.0
0,225401.47,60409.0,0.0,3170700.04,3396101.51,164992.47,4.656612873077393e-10,60409.0,225401.4699999997,0,0,0.0
0,1486955.35,1486955.35,0.0,2163500.29,3650455.64,0.0,0.0,1486955.35,1486955.35,0,0,1.0
0,989311.12,989311.12,0.0,1009370.24,1998681.36,0.0,-2.3283064365386963e-10,989311.12,989311.12,0,0,1.0
1,1367340.03,1367340.03,0.0,0.0,0.0,0.0,1367340.03,1367340.03,0.0,0,1,1.0
0,2812.82,1060.0,0.0,46625.71,49438.53,1752.8200000000002,0.0,1060.0,2812.82,0,0,0.0
1,296333.54,296333.54,0.0,0.0,0.0,0.0,296333.54,296333.54,0.0,0,1,1.0
1,670399.83,2518.0,0.0,1474087.67,2144487.5,667881.83,0.0,2518.0,670399.8300000001,0,0,0.0
0,261216.02,683199.85,421983.83,825799.39,1097068.61,0.0,-10053.200000000186,261216.02,271269.2200000001,0,0,0.0
1,176007.37,176007.37,0.0,0.0,0.0,0.0,176007.37,176007.37,0.0,0,1,1.0
1,1434903.5,5148.0,0.0,1044655.3,2479558.8,1429755.5,0.0,5148.0,1434903.4999999998,0,0,0.0
1,349905.32,52012.0,0.0,258692.85,608598.16,297893.32,0.0100000000093132,52012.0,349905.31000000006,0,0,0.0
0,616833.45,22535.0,0.0,0.0,616833.45,594298.45,0.0,22535.0,616833.45,0,1,0.0
0,76481.13,14648.0,0.0,1259398.76,1335879.88,61833.130000000005,0.0100000002421438,14648.0,76481.11999999988,0,0,0.0
0,3595911.39,3595911.39,0.0,82970.96,3678882.35,0.0,0.0,3595911.39,3595911.39,0,0,1.0
0,120214.74,120214.74,0.0,1512381.47,1632596.21,0.0,0.0,120214.74,120214.74,0,0,1.0
0,433706.47,0.0,0.0,2764817.13,3198523.6,433706.47,-4.656612873077393e-10,0.0,433706.4700000002,1,0,0.0
1,481189.92,0.0,0.0,4856475.1,5337665.03,481189.92,-0.0100000007078051,0.0,481189.93000000063,1,0,0.0
0,219990.01,0.0,0.0,892414.4,1112404.41,219990.01,2.3283064365386963e-10,0.0,219990.0099999999,1,0,0.0
0,257100.3,0.0,0.0,472227.04,729327.33,257100.3,0.0100000000093132,0.0,257100.29,1,0,0.0
1,9453680.72,9453680.72,0.0,0.0,0.0,0.0,9453680.72,9453680.72,0.0,0,1,1.0
1,750326.02,0.0,0.0,1268067.24,2018393.26,750326.02,0.0,0.0,750326.02,1,0,0.0
0,119235.81,0.0,0.0,400860.95,520096.76,119235.81,0.0,0.0,119235.81,1,0,0.0
1,536624.41,536624.41,536624.41,0.0,0.0,536624.41,536624.41,0.0,0.0,0,1,1.0
0,341073.45,23440.0,0.0,0.0,341073.45,317633.45,0.0,23440.0,341073.45,0,1,0.0
1,2776135.33,2776135.33,0.0,0.0,0.0,0.0,2776135.33,2776135.33,0.0,0,1,1.0
0,722380.88,722380.88,0.0,331969.08,1054349.95,0.0,0.0100000000093132,722380.88,722380.8699999999,0,0,1.0
0,422690.92,0.0,0.0,3230822.32,3653513.24,422690.92,-4.656612873077393e-10,0.0,422690.9200000004,1,0,0.0
0,2100.0,2100.0,0.0,112512.48,114612.48,0.0,0.0,2100.0,2100.0,0,0,1.0
0,153973.08,0.0,0.0,5967939.26,6121912.35,153973.08,-0.0099999997764825,0.0,153973.08999999985,1,0,0.0
1,10000000.0,21343002.08,11343002.08,0.0,0.0,0.0,10000000.0,9999999.999999998,0.0,0,1,1.0
0,196561.69,196561.69,0.0,4186.45,200748.14,0.0,0.0,196561.69,196561.69,0,0,1.0
0,211534.63,10474.0,0.0,213380.91,424915.54,201060.63,5.820766091346741e-11,10474.0,211534.63,0,0,0.0
1,826937.06,0.0,0.0,1918801.53,2745738.59,826937.06,0.0,0.0,826937.0599999998,1,0,0.0
0,165228.63,0.0,0.0,2904818.4,3070047.03,165228.63,0.0,0.0,165228.6299999999,1,0,0.0
0,115229.16,0.0,0.0,3195357.81,3310586.98,115229.16,-0.0099999997764825,0.0,115229.16999999993,1,0,0.0
0,26712.23,39087.0,12374.77,344016.76,370728.99,0.0,0.0,26712.23,26712.22999999998,0,0,0.0
0,1201681.76,1201681.76,0.0,1069475.01,2271156.77,0.0,0.0,1201681.76,1201681.76,0,0,1.0
1,75982.49,8497.0,0.0,355731.62,431714.11,67485.49,0.0,8497.0,75982.48999999999,0,0,0.0
0,345526.4,345526.4,0.0,210291.99,555818.38,0.0,0.0100000000093132,345526.4,345526.39,0,0,1.0
0,173782.59,173782.59,0.0,3272453.63,3446236.22,0.0,-4.656612873077393e-10,173782.59,173782.59000000032,0,0,1.0
0,3774746.08,3774746.08,0.0,55231.27,3829977.34,0.0,0.0100000002421438,3774746.08,3774746.07,0,0,1.0
0,107755.68,0.0,0.0,231673.76,339429.44,107755.68,0.0,0.0,107755.68,1,0,0.0
0,43905.41,42.0,0.0,0.0,43905.41,43863.41,0.0,42.0,43905.41,0,1,0.0
1,269256.38,216038.46,0.0,439700.5,708956.88,53217.92000000001,0.0,216038.46,269256.38,0,0,0.0
1,508958.36,75048.65,0.0,1403512.51,1912470.86,433909.71,0.0100000000093132,75048.65,508958.3500000001,0,0,0.0
0,256871.01,65560.0,0.0,944514.94,1201385.95,191311.01,0.0,65560.0,256871.01,0,0,0.0
0,285713.09,0.0,0.0,2245468.53,2531181.62,285713.09,-4.656612873077393e-10,0.0,285713.0900000003,1,0,0.0
0,17705.67,259230.0,241524.33,2323216.06,2453882.31,0.0,-112960.58000000007,17705.670000000013,130666.25,0,0,0.0
0,63682.65,0.0,0.0,6896808.99,6960491.64,63682.65,9.313225746154783e-10,0.0,63682.64999999944,1,0,0.0
0,14016.65,14016.65,0.0,1818633.89,1832650.55,0.0,-0.0100000002421438,14016.65,14016.660000000147,0,0,1.0
1,258460.58,0.0,0.0,682419.06,940879.64,258460.58,0.0,0.0,258460.58,1,0,0.0
1,99379.81,0.0,0.0,613625.62,1312918.1,99379.81,-599912.6700000002,0.0,699292.4800000001,1,0,0.0
0,253992.18,0.0,0.0,724959.18,1249733.76,253992.18,-270782.3999999999,0.0,524774.58,1,0,0.0
0,369448.2,369448.2,0.0,0.0,369448.2,0.0,0.0,369448.2,369448.2,0,1,1.0
