type,amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,errorBalanceOrig,errorBalanceDest,balanceChangeOrig,balanceChangeDest,is_orig_bal_zero,is_dest_bal_zero,isFraud
0,255028.93,255028.93,0.0,2684616.74,2939645.67,0.0,4.656612873077393e-10,255028.93,255028.9299999997,0,0,1.0
1,1761021.33,1761021.33,0.0,0.0,0.0,0.0,1761021.33,1761021.33,0.0,0,1,1.0
1,7476725.66,7476725.66,0.0,0.0,0.0,0.0,7476725.66,7476725.66,0.0,0,1,1.0
0,1639676.27,1639676.27,0.0,448954.92,2198318.48,0.0,-109687.29000000004,1639676.27,1749363.56,0,0,1.0
0,137812.38,6892.0,0.0,455443.42,593255.79,130920.38,0.0100000000093132,6892.0,137812.37000000005,0,0,0.0
0,331055.22,276.0,0.0,381743.69,712798.91,330779.22,-1.1641532182693479e-10,276.0,331055.22000000003,0,0,0.0
0,261874.86,261874.86,0.0,0.0,261874.86,0.0,0.0,261874.86,261874.86,0,1,1.0
1,231446.15,0.0,0.0,908251.67,1139697.82,231446.15,0.0,0.0,231446.15,1,0,0.0
1,2093951.47,2093951.47,0.0,0.0,0.0,0.0,2093951.47,2093951.47,0.0,0,1,1.0
1,927620.44,927620.44,0.0,0.0,0.0,0.0,927620.44,927620.44,0.0,0,1,1.0
1,279908.66,161623.35,0.0,11352.0,827992.45,118285.30999999995,-536731.79,161623.35,816640.45,0,0,0.0
1,29832.81,29832.81,0.0,0.0,0.0,0.0,29832.81,29832.81,0.0,0,1,1.0
0,226201.12,0.0,0.0,6186353.01,6412554.14,226201.12,-0.0099999997764825,0.0,226201.1299999999,1,0,0.0
0,194530.54,1145.0,0.0,3351217.72,3545748.27,193385.54,-0.0099999997764825,1145.0,194530.5499999998,0,0,0.0
0,975389.94,975389.94,0.0,532969.05,1508358.99,0.0,0.0,975389.94,975389.94,0,0,1.0
1,1342252.97,5882.0,0.0,0.0,1342252.97,1336370.97,0.0,5882.0,1342252.97,0,1,0.0
0,37200.67,129659.0,92458.33,2218062.37,2255263.04,0.0,0.0,37200.67,37200.669999999925,0,0,0.0
0,228504.2,0.0,0.0,560753.02,954655.34,228504.2,-165398.12,0.0,393902.32,1,0,0.0
0,25761.04,25761.04,0.0,896426.99,922188.03,0.0,0.0,25761.04,25761.04000000004,0,0,1.0
1,7937954.2,7937954.2,0.0,0.0,0.0,0.0,7937954.2,7937954.2,0.0,0,1,1.0
0,320824.45,15988.0,0.0,6861028.33,7181852.78,304836.45,0.0,15988.0,320824.4500000002,0,0,0.0
0,144697.09,9061.0,0.0,774923.4,1074746.67,135636.09,-155126.1799999999,9061.0,299823.2699999999,0,0,0.0
1,291215.69,0.0,0.0,1001862.64,1219027.44,291215.69,74050.89000000013,0.0,217164.79999999996,1,0,0.0
0,157236.29,206150.0,48913.71,526207.59,683443.88,0.0,0.0,157236.29,157236.29000000004,0,0,0.0
1,51689.07,138032.06,86342.99,633612.95,589297.35,0.0,96004.66999999993,51689.06999999999,-44315.59999999998,0,0,0.0
0,74213.82,0.0,0.0,231443.74,305657.56,74213.82,0.0,0.0,74213.82,1,0,0.0
0,190590.65,190590.65,0.0,35681.5,226272.15,0.0,0.0,190590.65,190590.65,0,0,1.0
0,285683.28,0.0,0.0,289299.55,398604.15,285683.28,176378.68000000005,0.0,109304.60000000003,1,0,0.0
1,4628947.84,0.0,0.0,8172650.13,12801597.97,4628947.84,-1.862645149230957e-09,0.0,4628947.840000001,1,0,0.0
0,332242.69,235.0,0.0,0.0,332242.69,332007.69,0.0,235.0,332242.69,0,1,0.0
1,2025628.87,2025628.87,0.0,0.0,0.0,0.0,2025628.87,2025628.87,0.0,0,1,1.0
1,31593.95,31593.95,0.0,0.0,0.0,0.0,31593.95,31593.95,0.0,0,1,1.0
1,2070814.27,2070814.27,0.0,0.0,0.0,0.0,2070814.27,2070814.27,0.0,0,1,1.0
0,217145.11,1607.0,0.0,39440.0,109415.43,215538.11,147169.68,1607.0,69975.43,0,0,0.0
0,180703.48,0.0,0.0,2136146.49,2316849.98,180703.48,-0.0099999997764825,0.0,180703.48999999976,1,0,0.0
1,22260.6,35.0,0.0,103765.56,126026.15,22225.6,0.0100000000093132,35.0,22260.59,0,0,0.0
0,190529.71,86128.77,0.0,175904.36,626902.19,104400.94,-260468.12,86128.77,450997.83,0,0,0.0
1,232451.41,0.0,0.0,431894.99,664346.4,232451.41,0.0,0.0,232451.41000000003,1,0,0.0
0,125377.2,33073.0,0.0,932193.03,1057570.23,92304.2,0.0,33073.0,125377.19999999995,0,0,0.0
1,4526748.52,4526748.52,0.0,0.0,0.0,0.0,4526748.52,4526748.52,0.0,0,1,1.0
0,377642.24,371.0,0.0,776815.4,1154457.65,377271.24,-0.0099999997764825,371.0,377642.2499999999,0,0,0.0
1,7484125.12,7484125.12,0.0,0.0,0.0,0.0,7484125.12,7484125.12,0.0,0,1,1.0
1,10224.0,10224.0,0.0,0.0,0.0,0.0,10224.0,10224.0,0.0,0,1,1.0
1,622235.32,622235.32,0.0,0.0,0.0,0.0,622235.32,622235.32,0.0,0,1,1.0
0,881811.11,881811.11,0.0,141736.75,1023547.85,0.0,0.0100000000093132,881811.11,881811.1,0,0,1.0
0,37592.41,0.0,0.0,854770.06,892362.47,37592.41,1.1641532182693479e-10,0.0,37592.40999999992,1,0,0.0
1,1072345.79,1072345.79,0.0,0.0,0.0,0.0,1072345.79,1072345.79,0.0,0,1,1.0
0,176188.66,954.0,0.0,302463.72,478652.38,175234.66,0.0,954.0,176188.66000000003,0,0,0.0
1,10000000.0,14953893.08,4953893.08,0.0,0.0,0.0,10000000.0,10000000.0,0.0,0,1,1.0
0,294920.83,12092.0,0.0,3633338.4,3928259.24,282828.83,-0.0100000002421438,12092.0,294920.8400000003,0,0,0.0
0,2873536.01,2873536.01,0.0,0.0,2873536.01,0.0,0.0,2873536.01,2873536.01,0,1,1.0
0,71701.13,80045.0,8343.87,493106.02,564807.16,0.0,-0.0100000000093132,71701.13,71701.14000000001,0,0,0.0
0,76075.46,10380.0,0.0,4531295.98,4607371.44,65695.46,0.0,10380.0,76075.45999999996,0,0,0.0
1,214849.74,0.0,0.0,6505896.17,6720745.91,214849.74,0.0,0.0,214849.74000000025,1,0,0.0
0,710385.55,710385.55,0.0,664259.42,1374644.97,0.0,2.3283064365386963e-10,710385.55,710385.5499999999,0,0,1.0
0,72547.29,72547.29,0.0,79736.28,152283.57,0.0,0.0,72547.29,72547.29000000001,0,0,1.0
0,3569720.42,3569720.42,0.0,0.0,3569720.42,0.0,0.0,3569720.42,3569720.42,0,1,1.0
0,87219.11,87219.11,0.0,45443.64,132662.75,0.0,0.0,87219.11,87219.11,0,0,1.0
0,828720.89,828720.89,0.0,9142622.59,10184336.54,0.0,-212993.05999999863,828720.89,1041713.9499999993,0,0,1.0
1,2254934.36,2254934.36,0.0,0.0,0.0,0.0,2254934.36,2254934.36,0.0,0,1,1.0
1,2221683.68,2221683.68,0.0,0.0,0.0,0.0,2221683.68,2221683.68,0.0,0,1,1.0
0,377966.72,11099.0,0.0,79777.26,457743.98,366867.72,0.0,11099.0,377966.72,0,0,0.0
1,690510.31,690510.31,0.0,0.0,0.0,0.0,690510.31,690510.31,0.0,0,1,1.0
1,2598276.05,2598276.05,0.0,0.0,0.0,0.0,2598276.05,2598276.05,0.0,0,1,1.0
0,1457343.37,1457343.37,0.0,0.0,1457343.37,0.0,0.0,1457343.37,1457343.37,0,1,1.0
1,93708.08,93708.08,0.0,0.0,0.0,0.0,93708.08,93708.08,0.0,0,1,1.0
1,305768.49,10133.0,0.0,1613912.84,1919681.34,295635.49,-0.0100000000093132,10133.0,305768.5,0,0,0.0
1,6354099.76,0.0,0.0,10432823.95,16786923.71,6354099.76,0.0,0.0,6354099.760000002,1,0,0.0
0,249958.01,40989.0,0.0,12547069.38,12838183.07,208969.01,-41155.6799999997,40989.0,291113.6899999995,0,0,0.0
0,141855.12,0.0,0.0,739293.98,881149.1,141855.12,0.0,0.0,141855.12,1,0,0.0
0,1011249.64,1011249.64,0.0,56305.88,1067555.52,0.0,0.0,1011249.64,1011249.64,0,0,1.0
0,2960254.17,2960254.17,0.0,620822.89,3581077.07,0.0,-0.0099999997764825,2960254.17,2960254.18,0,0,1.0
0,115051.32,0.0,0.0,1051050.65,1181388.23,115051.32,-15286.26000000001,0.0,130337.58000000007,1,0,0.0
1,423778.45,0.0,0.0,1404646.44,1828424.88,423778.45,0.0100000000093132,0.0,423778.44,1,0,0.0
0,8931607.89,8931607.89,0.0,141515.57,9073123.46,0.0,0.0,8931607.89,8931607.89,0,0,1.0
0,325872.9,0.0,0.0,398223.69,1263042.51,325872.9,-538945.9199999999,0.0,864818.8200000001,1,0,0.0
0,117345.35,117345.35,0.0,0.0,117345.35,0.0,0.0,117345.35,117345.35,0,1,1.0
0,120594.71,31065.0,0.0,1952796.88,2073391.59,89529.71,-2.3283064365386963e-10,31065.0,120594.7100000002,0,0,0.0
0,591032.52,591032.52,0.0,30597.3,621629.81,0.0,0.0100000000093132,591032.52,591032.51,0,0,1.0
1,477882.83,0.0,0.0,1196824.63,1674707.45,477882.83,0.0100000000093132,0.0,477882.82000000007,1,0,0.0
1,10000000.0,21015.0,0.0,1255408.31,53412011.6,9978985.0,-42156603.29,21015.0,52156603.29,0,0,0.0
0,115229.16,0.0,0.0,3195357.81,3310586.98,115229.16,-0.0099999997764825,0.0,115229.16999999993,1,0,0.0
0,34785.8,0.0,0.0,146544.87,181330.67,34785.8,-2.9103830456733704e-11,0.0,34785.80000000002,1,0,0.0
1,351332.16,351332.16,0.0,0.0,0.0,0.0,351332.16,351332.16,0.0,0,1,1.0
1,829885.13,829885.13,0.0,0.0,0.0,0.0,829885.13,829885.13,0.0,0,1,1.0
1,425221.11,425221.11,0.0,0.0,0.0,0.0,425221.11,425221.11,0.0,0,1,1.0
0,53206.16,21896.0,0.0,600506.86,653713.02,31310.160000000003,0.0,21896.0,53206.16000000003,0,0,0.0
0,192765.49,192765.49,0.0,3252407.57,3445173.06,0.0,-4.656612873077393e-10,192765.49,192765.49000000025,0,0,1.0
0,396793.65,92341.0,0.0,486564.47,883358.12,304452.65,0.0,92341.0,396793.65,0,0,0.0
0,43928.31,43928.31,0.0,0.0,43928.31,0.0,0.0,43928.31,43928.31,0,1,1.0
1,99139.27,99139.27,0.0,0.0,0.0,0.0,99139.27,99139.27,0.0,0,1,1.0
0,84196.79,84196.79,0.0,1094796.52,1008188.22,0.0,170805.09000000008,84196.79,-86608.30000000005,0,0,1.0
0,97188.65,7272.0,0.0,0.0,97188.65,89916.65,0.0,7272.0,97188.65,0,1,0.0
0,326002.02,0.0,0.0,790138.76,980389.5,326002.02,135751.28000000003,0.0,190250.74,1,0,0.0
1,642667.49,240.0,0.0,1496734.13,2139401.62,642427.49,0.0,240.0,642667.4900000002,0,0,0.0
1,171200.54,171200.54,0.0,0.0,0.0,0.0,171200.54,171200.54,0.0,0,1,1.0
0,159497.54,70547.0,0.0,466853.55,626351.09,88950.54000000001,0.0,70547.0,159497.53999999998,0,0,0.0
0,548335.12,548335.12,0.0,6534669.47,7083004.6,0.0,-0.0099999997764825,548335.12,548335.1299999999,0,0,1.0
1,295054.68,295054.68,0.0,0.0,0.0,0.0,295054.68,295054.68,0.0,0,1,1.0
0,97091.24,97091.24,0.0,88247.71,185338.95,0.0,0.0,97091.24,97091.24,0,0,1.0
1,1409248.64,1409248.64,0.0,0.0,0.0,0.0,1409248.64,1409248.64,0.0,0,1,1.0
1,455372.54,455372.54,0.0,0.0,0.0,0.0,455372.54,455372.54,0.0,0,1,1.0
0,347890.73,0.0,0.0,591084.46,938975.18,347890.73,0.0099999998928979,0.0,347890.7200000001,1,0,0.0
0,978261.98,978261.98,0.0,713151.13,1691413.11,0.0,-2.3283064365386963e-10,978261.98,978261.98,0,0,1.0
0,38198.39,10405.0,0.0,1441534.52,1479732.91,27793.39,0.0,10405.0,38198.3899999999,0,0,0.0
0,57077.89,0.0,0.0,14428087.23,14485165.12,57077.89,1.862645149230957e-09,0.0,57077.88999999873,1,0,0.0
0,53062.52,53062.52,0.0,4256174.24,4309236.76,0.0,0.0,53062.52,53062.51999999955,0,0,1.0
1,768913.93,0.0,0.0,4538068.47,5306982.39,768913.93,0.0099999997764825,0.0,768913.9199999999,1,0,0.0
0,10000000.0,10000000.0,0.0,13009399.24,23009399.24,0.0,3.725290298461914e-09,10000000.0,9999999.999999998,0,0,1.0
0,274169.06,12040.0,0.0,0.0,274169.06,262129.06,0.0,12040.0,274169.06,0,1,0.0
0,247455.25,247455.25,0.0,2691845.54,2939300.79,0.0,0.0,247455.25,247455.25,0,0,1.0
1,412975.27,20436.0,0.0,263747.59,676722.86,392539.27,1.1641532182693479e-10,20436.0,412975.27,0,0,0.0
1,55062.46,55062.46,0.0,0.0,0.0,0.0,55062.46,55062.46,0.0,0,1,1.0
0,225568.48,51491.0,0.0,0.0,280871.74,174077.48,-55303.25999999998,51491.0,280871.74,0,1,0.0
1,31358.72,31358.72,0.0,0.0,0.0,0.0,31358.72,31358.72,0.0,0,1,1.0
1,378204.02,378204.02,0.0,0.0,0.0,0.0,378204.02,378204.02,0.0,0,1,1.0
1,1697655.62,1697655.62,0.0,0.0,0.0,0.0,1697655.62,1697655.62,0.0,0,1,1.0
0,160836.77,17690.0,0.0,1643688.99,1804525.75,143146.77,0.0100000000093132,17690.0,160836.76,0,0,0.0
0,871893.15,871893.15,0.0,25841898.08,26713791.23,0.0,-3.725290298461914e-09,871893.15,871893.1500000022,0,0,1.0
1,223228.11,223228.11,0.0,0.0,0.0,0.0,223228.11,223228.11,0.0,0,1,1.0
1,119454.86,119454.86,0.0,0.0,0.0,0.0,119454.86,119454.86,0.0,0,1,1.0
0,73420.78,0.0,0.0,4555488.59,4628909.37,73420.78,0.0,0.0,73420.78000000026,1,0,0.0
0,248409.56,248409.56,0.0,2156174.28,2404583.85,0.0,-0.0100000002421438,248409.56,248409.5700000003,0,0,1.0
1,106140.42,0.0,0.0,910764.57,1486875.61,106140.42,-469970.6200000001,0.0,576111.0400000002,1,0,0.0
1,40486.25,40486.25,0.0,0.0,0.0,0.0,40486.25,40486.25,0.0,0,1,1.0
0,347792.6,0.0,0.0,1606779.94,1954572.54,347792.6,0.0,0.0,347792.6000000001,1,0,0.0
0,12930.12,0.0,0.0,4973964.09,4986894.21,12930.12,0.0,0.0,12930.120000000112,1,0,0.0
0,129398.38,245576.45,116178.08,4873879.07,5003277.45,0.0100000000093132,0.0,129398.37,129398.37999999987,0,0,0.0
0,153592.6,78091.78,0.0,632204.33,785796.92,75500.82,0.0099999998928979,78091.78,153592.59000000008,0,0,0.0
1,189217.22,0.0,0.0,2445012.01,2682309.7,189217.22,-48080.470000000205,0.0,237297.6900000004,1,0,0.0
1,309033.18,24944.0,0.0,133649.06,442682.24,284089.18,0.0,24944.0,309033.18,0,0,0.0
0,179906.55,0.0,0.0,202352.98,382259.53,179906.55,0.0,0.0,179906.55000000002,1,0,0.0
0,50124.75,0.0,0.0,54618.25,104743.0,50124.75,0.0,0.0,50124.75,1,0,0.0
1,1123561.68,1123561.68,0.0,0.0,0.0,0.0,1123561.68,1123561.68,0.0,0,1,1.0
1,53782.87,53782.87,0.0,0.0,0.0,0.0,53782.87,53782.87,0.0,0,1,1.0
0,329937.88,329937.88,0.0,349407.23,679345.1,0.0,0.0100000000093132,329937.88,329937.87,0,0,1.0
1,2007.0,2007.0,0.0,0.0,0.0,0.0,2007.0,2007.0,0.0,0,1,1.0
0,6501303.14,6501303.14,0.0,4439499.5,10940802.64,0.0,0.0,6501303.14,6501303.140000001,0,0,1.0
0,328984.92,0.0,0.0,631672.53,960657.45,328984.92,0.0,0.0,328984.9199999999,1,0,0.0
1,521986.29,521986.29,0.0,0.0,0.0,0.0,521986.29,521986.29,0.0,0,1,1.0
1,555731.98,555731.98,0.0,0.0,0.0,0.0,555731.98,555731.98,0.0,0,1,1.0
0,41433.11,4057.0,0.0,0.0,41433.11,37376.11,0.0,4057.0,41433.11,0,1,0.0
0,86696.76,0.0,0.0,147552.51,234249.27,86696.76,2.9103830456733704e-11,0.0,86696.75999999998,1,0,0.0
0,471970.27,39478.0,0.0,229088.06,701058.32,432492.27,0.0100000001257285,39478.0,471970.26,0,0,0.0
1,1454596.24,30062.0,0.0,349758.65,1804354.89,1424534.24,2.3283064365386963e-10,30062.0,1454596.2399999998,0,0,0.0
1,474467.2,474467.2,0.0,0.0,0.0,0.0,474467.2,474467.2,0.0,0,1,1.0
0,96330.68,0.0,0.0,991267.59,569666.74,96330.68,517931.53,0.0,-421600.85,1,0,0.0
0,329347.8,15428.32,0.0,1175173.98,1504521.78,313919.48,0.0,15428.32,329347.80000000005,0,0,0.0
0,45825.29,0.0,0.0,1089079.64,1134904.93,45825.29,0.0,0.0,45825.29000000004,1,0,0.0
0,234673.76,234673.76,0.0,281289.1,515962.86,0.0,0.0,234673.76,234673.76,0,0,1.0
